,Ingredient,Category
52, 닭다리살 인도식 난  또는 토르티야  토마토 오이 적양파 양배추 올리브 오일 다진 마늘 말린 허브 가루 소금 후춧가루 파프리카 파우더  생략 가능 ,Western
53, 오징어 불린 쌀 멸치 다시마 육수  물로 대체 가능  다진 마늘 청주 다진 파슬리  생략 가능  레몬  생략 가능  올리브 오일,Western
54, 고수 페스토 파스타 면 새우 고수 생크림 소금 후춧가루 식용유,Western
55, 상온 버터  가염  딜 레몬 레몬즙 랩 종이호일,Western
56, 레몬 딜 버터 파스타 면 마늘 딜  생략 가능  소금 후춧가루,Western
57, 스테이크용 소고기 마늘 소금 레드페퍼 레드와인 식초  일반 식초로 대체 가능  올리고당 레몬즙 레몬 제스트  생략 가능  올리브오일 후춧가루,Western
58, 선 드라이 토마토 마늘 아몬드  잣  호두 등의 견과류로 대체 가능  파르메산 치즈 그린 올리브 올리브오일 바질 잎  허브가루로 대체 또는 생략 가능  소금 후춧가루,Western
59, 선 드라이 페스토 파스타면  링귀니  마늘 올리브오일 파슬리가루  생략 가능  소금 후춧가루,Western
60, 바질 페스토 파스타  리가토니  마늘 파마산 치즈 가루 올리브오일 소금 후춧가루,Western
61, 곶감 삶은 감자 박력분 달걀노른자 생크림 그라나 파다노 치즈 카옌 페퍼 올리브오일 소금 후추,Western
62, 스파게티면 새우  칵테일 새우 또는 냉동 새우로 대체 가능  마늘 양파 페퍼론치노 방울토마토 시금치 치킨스톡  고형  소금 후춧가루 파마산 치즈 물 올리브유,Western
63, 현미밥 채수 표고버섯 화이트와인  생략 가능  두유 트러플 오일  생략 가능  다진 파슬리 식용유 소금 후춧가루,Western
64, 비트 채수 올리브오일 소금 후춧가루 검은깨  생략 가능  식물성 요거트  생략 가능 ,Western
65, 양파 다진 마늘 베이컨 양송이버섯 화이트 와인  또는 청주  파마산치즈 올리브유 소금 후춧가루 파슬리 버터  생략 가능 ,Western
66, 사과 고르곤졸라 치즈 피자 치즈 꿀 굵게 다진 호두 올리브오일,Western
67, 오리 가슴살 꿀 샬롯 발사믹 식초 화이트와인 소금 후추,Western
68, 그린 올리브 블랙 올리브 통마늘 올리브 오일 허브가루 후춧가루 크러쉬드 레드페퍼 로즈마리  생략 가능 ,Western
69, 페투치네면 베이컨 새우 양송이버섯 양파 마늘 페페론치노 버터 그라나파다노치즈  또는 파르메산치즈  올리브유 후춧가루,Western
70, 사과 바게트 브리치즈  크림치즈로 대체 가능  버터 다진 견과류 꿀 시나몬 파우더  생략 가능  타임  생략 가능 ,Western
71, 부라타 치즈 방울토마토 바질페스토 바질잎 올리브 오일 소금  후추,Western
72, 파스타 면 판체타  혹은 베이컨  파마산 치즈 달걀 달걀 노른자 면수 소금 후춧가루 물 올리브유,Western
73, 돼지고기  등심  달걀 밀가루 빵가루  건식  레몬 크렌베리 잼 식용유,Western
74, 바게트 잠봉햄 가염버터,Western
75, 닭고기  다리살  양파 홀토마토 시판 고형카레 치킨육수  또는 물  우유 생크림 땅콩버터 버터 밥 파슬리 가루,Western
76, 홍합 양파 셀러리  생략 가능  대파 청양고추  또는 페페론치노  물 카레가루 올리브오일 소금 후춧가루,Western
77, 박력분 슈가파우더 아몬드 가루 소금 버터  무염  달걀 노른자 머스코바도  흑설탕으로 대체 가능 ,Western
78, 닭 안심 우유 튀김가루 달걀 식용유,Western
79, 파스타면 소금 후추 파마산치즈 소금 마늘 올리브오일,Western
80, 감자 파마산 치즈가루 파슬리가루 케찹,Western
81, 감자 마늘 양파 청피망 베이컨 소금 후춧가루 파프리카 파우더 올리브 오일,Western
82, 연어 아스파라거스 양파 브로콜리 감자 케이퍼 레몬 버터 화이트와인 딜,Western
83, 콜리플라워 양송이 버섯 그린올리브 메이플 시럽 후춧가루 바질페스토,Western
84, 감자 모짜렐라슬라이스 버터 그라나파다노치즈 또는 파르메산치즈  꿀 소금 후춧가루,Western
85, 채끝살 스테이크 대파  또는 마늘쫑  단호박 새송이 버섯 방울토마토 적양파 올리브 오일 허브 솔트 꼬치,Western
86, 채끝살 적양파 마늘쫑 단호박 방울토마토 미니 새송이 버섯 후춧가루,Western
87, 새우 마늘 브로콜리 미니 새송이 버섯 페퍼론치노 로즈마리 바게트 빵 올리브 오일 바질페스토 소금 후춧가루,Western
88, 양배추 당근 소금 월계수잎 작은 크기 ,Western
89, 쇠고기 불고기용 양파 피망 빨강  초록  소금 후춧가루 핫도그 빵 식용유 콜비잭치즈,Western
90, 양파 레드와인 치킨육수  치킨스톡 큐브   물  그뤼에르치즈  또는 에멘탈치즈  바게트빵 후춧가루 소금 월계수잎 파슬리 가루 버터,Western
91, 닭가슴살 생모짜렐라 치즈 바질페스토 방울토마토 바질잎 후춧가루,Western
92, 달걀 버터 설탕 소금,Western
93, 쇠고기와 돼지고기 다짐육  페투치네면 양파 당근 샐러리 토마토 다진마늘 토마토소스 레드와인 치킨육수 또는 물  버터 올리브유 소금 후춧가루 그라나파다노치즈  또는 파르메산치즈 ,Western
94, 시금치 베이컨 양파 방울토마토 버터 슈레드모짜렐라치즈 그라나파다노 치즈,Western
95, 곡물빵 훈제연어 슬라이스 아보카도 적양파 피클 레몬 달걀 루꼴라 소금 후춧가루 파슬리 가루 크러쉬드 레드페퍼 올리브오일,Western
96, 필라델피아 크림치즈 딸기 생크림 딸기잼 딸기 로즈마리 생략 가능  메이플 시럽 생략 가능  다진 피스타치오 생략 가능 ,Western
97, 미니 파프리카 올리브오일 소금 후춧가루 호두강정 딜 생략 가능  발사믹 식초 생략 가능 ,Western
98, 아보카도 훈제연어 슬라이스 달걀 바질페스토 딜 소금 후춧가루 크러쉬드 레드페퍼,Western
99, 쇠고기 안심 또는 등심  새우 피망 빨간 파프리카 토마토 양파 토르티야 소  올리브유 구아카몰,Western
100, 무화과 리코타치즈 피스타치오 메이플시럽 또는 꿀  후춧가루 민트 생략가능  발사믹 글레이즈,Western
101, 복숭아 리코타치즈  또는 마스카포네치즈  아몬드 피스타치오 메이플 시럽 타임 후춧가루,Western
102, 닭가슴살 야생블루베리 삶은 퀴노아 삶은 율무 샐러드채소 크레송  루꼴라  양파 우유 올리브오일 후춧가루,Western
103, 식빵 달걀 우유 설탕 소금 버터 슈가파우더 생략가능 ,Western
104, 감자 베이컨 양파 실파 콜비잭치즈 또는 체다치즈  피자치즈 버터 사워크림 또는 그릭요거트  우유 소금 후춧가루 올리브오일,Western
105, 바게트 아보카도 칵테일새우 올리브오일 마요네즈 파프리카파우더 루꼴라 소금 후춧가루 크러쉬드 레드페퍼 생략가능  버터,Western
106, 완숙토마토 양파 당근 다진마늘 바질가루 생략가능  월계수잎 생략가능  버터 치킨스톡 고형  물 파슬리 생략가능  소금 후춧가루 파르메산 치즈 생략가능  올리브오일,Western
107, 소시지 베이컨 양파 파프리카 빨강  달걀 다진마늘 모차렐라치즈 올리브유 소금 후춧가루 파슬리,Western
108, 닭 감자 당근 방울양배추 샬룻 통마늘 깐마늘 레몬 로즈마리 월계수잎 올리브오일 소금 후춧가루,Western
109, 스파게티면 마늘 페페론치노 이탈리안 파슬리 생략가능  올리브오일 스파게티 삶은 물 소금 후춧가루,Western
110, 아보카도 달걀 튀김가루 빵가루 레몬 파슬리가루,Western
111, 스위트콘 피망 양파 슬라이스치즈 피자치즈 버터 파슬리가루,Western
112, 감자 작은 크기  베이컨 체더치즈 플레인 요거트 파슬리가루,Western
113, 바지락 페페론치노 마늘 실파 청주 또는 화이트와인  올리브오일 후춧가루,Western
114, 브로콜리 작은크기  두부 베이컨슬라이스 샐러드채소 피칸 또는 아몬드슬라이스  소금 후춧가루,Western
115, 스파게티면 비엔나소시지 양파 마늘 피망 방울토마토 달걀 올리브유 버터 파마산치즈블럭,Western
116, 마카로니 오이 당근 적양파 파프리카 빨간색  삶은 달걀 파슬리가루,Western
117, 나초 베이컨 아보카도 어린잎채소 올리브유 파마산치즈블럭 후춧가루,Western
118, 훈제연어 슬라이스  오이 레디쉬 양파 레몬 어린잎채소 케이퍼 생략가능  후춧가루,Western
119, 바나나 바게트 누텔라 견과류 꿀,Western
120, 아보카도 달걀 잎채소 로메인  치커리  라디키오  파마산치즈블럭 뮤즐리 후추 파슬리가루,Western
121, 스파게티면 명란젓 양파 마늘 마른고추 실파 올리브오일 조미김 소금,Western
122, 새우 마늘 레몬 아스파라거스 생략 가능  미니 양배추 생략 가능  맛술 파슬리가루 소금 후춧가루 파마산 치즈 블럭,Western
123, 모닝빵 새우 토마토 적양파 잎상추 달걀 밀가루 빵가루 마요네즈 튀김기름 소금 후춧가루,Western
124, 참치 마 아보카도 방울토마토 표고버섯 국간장 레몬즙 후춧가루,Western
125, 고구마 단호박 통아몬드  구운 것  아몬드 슬라이스  구운 것  헤이즐넛  구운 것 ,Western
126, 포도 토르티야 피자치즈 꿀 또는 메이플시럽  루꼴라 또는 샐러드잎채소  파마산치즈블럭,Western
127, 삶은 달걀 대추토마토 블랙 올리브 구운 호두 새싹 채소 올리브유,Western
128, 토마토 오이 파프리카 빨간색  샐러리 마늘 올리브유 소금 후춧가루,Western
129, 쇠고기 불고기용  토르티야 체더치즈 슬라이스 피자치즈 양파 파프리카 달걀 다진양파 생략가능  피클  케첩  머스터드 생략가능 ,Western
130, 닭다리살 또는 닭가슴살  체더치즈 달걀 빵가루 밀가루 우유 파슬리가루 식용유 샐러드야채 생략가능  슬라이스 햄,Western
131, 식빵 양배추 두부 소금 후추 식초 설탕 소금 토마토      두께 슬라이스  홀그레인머스터드 발사믹글레이즈 어린잎채소,Western
132, 브로콜리 마늘 비트 바게트빵 슬라이스 이탈리안 파슬리 아몬드 슬라이스 병아리콩 올리브유 소금 후추,Western
133, 식빵 슬라이스햄 슬라이스체더치즈 딸기쨈 허니머스터드 빵가루 식용유,Western
134, 토르티야 꿀 피자치즈 루꼴라 샐러드잎채소  딸기 메이플시럽 또는 꿀 ,Western
135, 통밀가루 백밀가루 베이킹파우더 소금,Western
136, 연어 스테이크용  레몬 딜 생략가능  양파 버터 올리브오일 소금 후추,Western
137, 양송이 새우 양파 버터 시판 토마토소스,Western
138, 아보카도 삶은달걀 방울토마토 모차렐라치즈 또는 보코치니치즈  블랙올리브 그린올리브 새싹채소 파마산치즈블럭 또는 쉬레드체더치즈  파슬리가루,Western
139, 마카로니 체더치즈 우유 버터 밀가루 소금 후춧가루 파슬리가루,Western
140, 닭고기 안심살 달걀흰자 레몬 우유 녹말 물 설탕 생강즙 간장 식용유 굵은 소금 소금 후춧가루,Western
141, 고구마 체더치즈 피자치즈 파슬리가루 후추,Western
142, 쇠고기 등심 또는 채끝살  방울토마토 미니새송이 표고 적양파 잎채소 라임 생략가능  올리브유 소금 후추,Western
143, 다진쇠고기 양파 파프리카 토마토 토르티야 체더치즈 플레인 요거트 또는 사워크림  고수 생략 가능  올리브오일,Western
144, 닭안심 또는 닭가슴살  로메인 토마토 피클 빵가루 할라피뇨 생략 가능  토르티야 체더치즈 슬라이스,Western
145, 돼지고기 등갈비 파슬리가루 대파 파란부분  마늘 월계수잎 통후추 후추,Western
146, 식빵 슬라이스 치즈 슬라이스 햄 삶은 고구마 피자치즈,Western
147, 닭가슴살 오트밀 라디치오 토마토 잎상추 꿀 소금 후추,Western
148, 옥수수 감자 양파 우유 생크림 버터 올리고당 소금 후추 파슬리,Western
149, 감자 체더치즈 스위트콘 버터 케첩 전분가루,Western
150, 스파게티면 베이컨 양송이버섯 느타리버섯 양파 마늘 버터 올리브유 후추,Western
151, 다진 쇠고기 체더 슬라이스 치즈 토마토 잎상추 버터 햄버거빵 소금 후추 올리브유,Western
152, 칼라 방울토마토 적양파 레몬 바질 소금 후추,Western
153, 모시조개 베이컨 감자 샐러리 양파 마늘 버터 밀가루 우유 소금 후추 파슬리가루,Western
154, 닭가슴살 또는 닭다리살  방울토마토 양송이버섯 양파 파프리카 마늘 블랙올리브 우유 건고추 또는 페페론치노  개  파슬리 올리브유,Western
155, 감자 슬라이스 햄 오이 양파 로메인 곡물식빵 버터 소금,Western
156, 달걀 다진 쇠고기 다진 돼지고기 양파 달걀 달걀물용  밀가루 빵가루,Western
157, 토르티야 슬라이스햄 방울토마토 파프리카 주황  초록  스위트콘 적채 피자치즈 토마토 소스 소금 후추 올리브유,Western
158, 식빵 새우 양배추 로켓잎 또는 치커리  밀가루 빵가루 달걀 마요네즈 돈가스 소스 소금 후추,Western
159, 밥 베이컨 양파 파프리카 피자치즈 밀가루 달걀 빵가루 어린잎 새싹 식용유,Western
160, 모닝빵 비엔나 소시지 치커리 체더치즈 슬라이스 양파 오이피클 케첩 머스터드,Western
161, 아마란스 새송이버섯 느타리버섯 토마토 적채 로메인,Western
162, 감자 베이컨 피자치즈 소금 후추,Western
163, 아보카도 라임 토마토 적양파 할라피뇨 다진 마늘 소금 파슬리,Western
164, 훈제연어 슬라이스 바게트빵 슬라이스 메이플시럽 아몬드 슬라이스 딜,Western
165, 메추리알 감자 오이 베이컨 잎채소 아몬드 슬라이스 파슬리,Western
166, 크루아상 크래미 양파 오이피클 토마토 치커리  또는 잎채소  머스터드,Western
167, 밥 스팸 달걀 오이 묵은지 김밥용 김 깨 참기름 소금,Western
168, 다진 쇠고기 다진 돼지고기 양파 양송이버섯 버터 올리브유 후추,Western
169, 모닝빵 마요네즈 슬라이스치즈 빵가루 케첩 굴소스 다진 마늘 소금 후추,Western
170, 단호박 꿀 핫케이크믹스 우유 달걀,Western
171, 쇠고기 불고기용등심  달걀 밀가루 모짜렐라치즈 양파 새송이 파프리카 어린잎,Western
172, 스파게티 바지락 마늘 방울토마토 양파 페페론치노  또는 건고추  개  이태리파슬리 올리브오일 화이트와인 스파게티 삶은물 소금  후추,Western
173, 쇠고기등심 불고기용  토르티야 체더슬라이스치즈 피자치즈 양파 파프리카 시판 토마토소스,Western
174, 식빵 딸기 크림치즈 누텔라 초코잼  버터 슈가파우더,Western
175, 달걀 체더슬라이스 버터 케첩 핫소스 설탕 식초 파슬리가루 레몬즙 소금 후추,Western
176, 대구 또는 명태 감자 레몬 튀김가루 식용유 케첩 허브솔트 소금  후추,Western
177, 쇠고기 등심 파프리카 빨간색  양송이버섯 오이고추 마늘 양파 올리브유 버터 파슬리가루,Western
178, 다진 쇠고기 다진 돼지고기 양파 당근 다진 마늘 소금 후추,Western
179, 달걀 슬라이스햄 시금치 토마토 잉글리쉬머핀 다진마늘 파슬리가루 후추,Western
180, 닭날개 우유 칠리소스 허니머스타드 올리브오일 카레가루 소금 후추 파슬리가루 로즈메리,Western
181, 새우 마늘 양송이버섯 파슬리 올리브오일 페퍼론치노 바게트 소금 후추,Western
182, 관자 올리브오일 양파 마늘 브로콜리 콜리플라워 소금  후추 피자치즈  체더치즈 파슬리가루,Western
183, 사과 셀러리 당근 양배추 구운 호두,Western
184, 토르티아 양파 방울토마토 양송이버섯 파인애플 칵테일새우 피자치즈 토마토소스 소금 후추 파슬리가루 올리브오일,Western
185, 단호박 감자 양파 버터 물 우유 생크림 올리고당 소금 후추 파슬리 휘핑 생크림,Western
186, 불린 병아리콩 소금 올리브오일 다진 마늘 소금 후추,Western
187, 파스타 오이 방울토마토 블랙올리브 샐러드용 잎채소 올리브오일 굵은 소금 파르메산치즈,Western
188, 무염버터 설탕 바닐라설탕 소금 달걀 밀가루  박력분  아몬드가루 베이킹파우더 우유,Western
189, 치아바타 또는 식빵 베이컨 꿀 슬라이스치즈 모차렐라치즈 올리브오일 아몬드슬라이스 건크랜베리,Western
190, 감자 피자치즈 달걀 밀가루 빵가루 케첩 식용유,Western
191, 쇠고기 불고기용  체리토마토 어린잎채소 후추 통깨 소금 후추,Western
192, 방울토마토 적양파 영양부추 레몬 소금,Western
193, 곡물식빵 달걀 토마토 적양파 또는 양파 양상추 오이피클 무순 소금,Western
194, 돼지고기 목살 샬롯 미니 양파  치커리 비트잎 마늘 방울토마토 로즈메리 달걀 파인애플 통조림 쉬레드모짜렐라치즈 올리브오일,Western
195, 로메인상추 베이컨 파르메산치즈블럭 파슬리가루 후추 설탕 파슬리가루 후추,Western
196, 훈제연어 감자 양파 베이컨 영양부추 소금 후추,Western
197, 두부 대파 무순 검은깨 식용유 소금 후추,Western
198, 미니 새송이버섯 느타리버섯 만가닥버섯 프랑크소시지 양파 비타민 올리브오일 소금 후추,Western
199, 스파게티 바지락 새우 방울토마토 청양고추 마늘 양파 토마토소스 생크림 파르메산치즈가루 파슬리가루 올리브오일 소금  후추,Western
200, 잉글리시머핀 쇠고기 불고기용 토마토 양파 양상추 깻잎 슬라이스치즈 식용유 소금  후추,Western
201, 쇠고기 등심 마늘 양파 달래 올리브오일 소금 후추 로즈메리,Western
202, 퀴노아 오렌지 샐러드용 채소 건크랜베리 소금,Western
203, 박력분 버터 소금 찬물 달걀 노른자 고다치즈 버터 소금 후추,Western
204, 토르티야 옥수수 통조림 파프리카 양파 햄 페페로니  베이컨 토마토소스 피자치즈 고구마 토핑용 ,Western
205, 훈제연어 오렌지 어린잎채소 케이퍼 오렌지제스트 고추냉이 소금 후추,Western
206, 고구마 중간크기 우유 물 다진양파 파마산치즈 올리브유 소금,Western
207, 치아바타 카망베르치즈 모차렐라치즈 호두 아몬드 슬라이스 꿀,Western
208, 양파 양상추 어린잎채소 파인애플 캐슈너트 캐슈너트 소금,Western
209, 파프리카 햄슬라이스 양파 당근 애호박 피자치즈 고슬고슬한 밥 버터 소금 후추 파슬리가루 생크림,Western
210, 토르티야 양상추 양파 토마토 머스타드 소금 달걀 빵가루 올리브오일 베이킹소다,Western
211, 새우 달걀 감자전분 빵가루 파슬리,Western
212, 무화과 베이컨 발사믹글레이즈,Western
213, 감자 다진 양파 다진 피망 파프리카 다진 당근 다진 파슬리 소금 후추 카놀라유 케첩,Western
214, 감자 중간사이즈  양파 대파 흰부분  물 또는 닭고기육수  우유 생크림 버터 파르메산 치즈가루 소금 후추,Western
215, 두부 양파 당근 실파 양송이버섯 올리브유 물 버터 후추,Western
216, 치아바타 바질페스토 토마토 모차렐라치즈 바질잎 다진 양파 토마토소스,Western
217, 복숭아 토마토 오이 노란 파프리카 적양파 그린올리브 블랙올리브 페타치즈 바질잎,Western
218, 떡볶이 떡 옥수수통조림 베이컨 토르티야 피자치즈 파슬리가루,Western
219, 치아바타 베이컨 토마토 양파 양상추 마요네즈 소금  후추 슬라이스치즈,Western
220, 망고 샐러드용 채소 방울토마토 닭가슴살 소금 후추 고수 고추씨,Western
221, 바게트 방울토마토 바질잎 마늘 올리브오일 소금 후추,Western
222, 햄버거 빵 양파 토마토 양상추 피클 슬라이스치즈 베이컨 마요네즈,Western
223, 쇠고기 불고기용  토르티야 토마토 양파 어린잎채소 피자치즈 모차렐라치즈 토마토소스,Western
224, 토마토 생모차렐라치즈 바질잎 마늘 파르메산치즈 소금 후추,Western
225, 아보카도 딸기 어린잎채소 꿀 소금,Western
226, 리코타치즈 샐러드채소 딸기 오렌지 꿀 아몬드,Western
227, 가지 스파게티면 다진쇠고기 방울토마토 파마산치즈가루 올리브유 바질 생략가능 ,Western
228, 당근 소금 홀그레인머스타드 설탕 후춧가루,Western
229, 양파 감자 브로콜리 물 생크림 파마산치즈가루 버터 소금 후추,Western
