,Ingredient,Category
69, 달걀  개 다시마 우린 물   큰술 맛술  큰술 진간장    큰술 꽃소금 약간 표고버섯 슬라이스 약간 자숙 칵테일 새우  개 크래미 약간 실파 약간,Japanese
70, 연두부  개 된장 생강 설탕     식초      베트남 건고추  개 통후추   알 사과    조각 양파    개 파뿌리      개 통마늘  개,Japanese
71, 쌀       찹쌀      참기름  큰술 물  리터,Japanese
72, 강력분      인스턴트이스트     탈지분유     설탕     소금    달걀 중간크기  개 미지근한 우유      버터    ,Japanese
73, 계란  알 다시마육수 파 조금 소금,Japanese
74, 통삼겹살      삶은달걀  개 시금치  줌 대파  개 생강  톨 통후추      청주    종이컵 연겨자 약간,Japanese
75, 오이  개 간장      미림      설탕      식초      소금     깨      레드페퍼    ,Japanese
76, 우엉      식초     간장    ,Japanese
77, 양배추  줌 부추 조금 버섯 조금 두부    모 페퍼론치노  개 알배추  장,Japanese
78, 두부    모 녹말가루    쪽파 새싹채소 올리브유    참기름    소금,Japanese
79, 오이  개 가지  개 다시마  장 소금     간장       식초    ,Japanese
80, 시금치      멸치육수     간장     맛술     통깨     가쓰오부시 조금,Japanese
81, 시금치      통깨     설탕     간장       맛술    ,Japanese
82, 배추      다시마  장 건고추  개 소금     식초     설탕    ,Japanese
83, 닭다리 다진쪽파 양파 당근 계란 마늘 참기름 설탕 간장 미림 물 쯔유,Japanese
84, 팥      팥      황설탕      소금    물      무염버터      미지근한 우유      계란     크림치즈     깨 조금 달걀물 조금,Japanese
85, 돼지고기 등심      소주  큰술 후추 약간 진간장  큰술 올리고당  큰술 굴소스  큰술 물  큰술 대파  대 전분  큰술 통마늘   개 밥,Japanese
86, 버터     버터     계란  개 고구마전분     크림치즈      생크림      레몬즙    바닐라 익스트랙  방울 설탕     ,Japanese
87, 돼지고기      생강 손가락 마디  개 양배추    통 식용유   ,Japanese
88, 닭고기  덩이 우엉  대 당근  개    반개 표고버섯  개 쌀       한컵,Japanese
89, 인스턴트 카레  개 카레가루  스푼 우동면  개 전지 돼지고기      흰우유       양파    개 다진마늘    스푼 버터  스푼 소금  꼬집 후추    번톡톡,Japanese
90, 고체 카레  인분 양파  개 양송이  팩 방울토마토  팩 대파다진거    계란  개,Japanese
91, 달걀  개 표고버섯  개 멸치육수 소금    설탕    맛술   ,Japanese
92, 다진소고기      닭안심살      감자  개 당근  개 양파 대  개 맛술  큰술 치킨스톡  큰술 버터  큰술,Japanese
93, 계란  개 전분  스푼 크래미 식초,Japanese
94, 어묵 적당량 통 양파                 멸치                    마른 표고                             매운 건 고추                             무              ,Japanese
95,,Japanese
96, 국수  인분 실파  줌 무 중간크기    개,Japanese
97, 삼치  토막 마늘  알 생강채 조금 꿀    후추 간장   ,Japanese
98, 가지    개 소금  꼬집 오이    개 다시마  장 가쓰오부시    ,Japanese
99, 양배추    통 밀가루 조금 햄 적당량 계란  알,Japanese
100, 달걀  개 물       멸치가루    다시마  장 진간장         미림   ,Japanese
101, 밥  공기 계란  개 참기름  작은술 통깨  작은술 청양고추  개 다진마늘  큰술 썬파  큰술 된장  큰술 굵은고춧가루  큰술 고운고춧가루  작은술 고추장  큰술 참기름  작은술 라면사리 인원수에맞게,Japanese
102, 무 가는 무 큰무는    개   개 대파  개 청양고추    개 청주    컵,Japanese
103, 무    개 대파  개 청양고추  개 설탕    컵 진간장    컵 다진마늘  큰술 물       가쓰오부시,Japanese
104, 계란  개 식은 멸치육수       간장    큰술 소금    작은술 표고버섯  개 다시마  장 맛살  줄 잔파  개,Japanese
105, 카레가루  스푼 버터  스푼 양파    개 우유       물       소금 후추,Japanese
106, 생강      식초       설탕     소금    ,Japanese
107, 소불고기감      양파  개 양배추    개 각종채소와 버섯 원하는만큼 밥  공기 달걀노른자  개,Japanese
108, 닭다리살      전분가루     달걀  개 다진마늘     생강       쯔유    ,Japanese
109, 오뚜기 메밀소바장국       소고기 다시다        흑설탕      흑설탕      ,Japanese
110, 마      다시마  장 간장     맛술    ,Japanese
111, 마른 미역    마      오이     설탕       식초       물    ,Japanese
112, 두부     대파    대 전분가루     식용유       물       간장     맛술     다시마  장,Japanese
113, 당근      계란  개 참기름     소금  꼬집 간장     설탕    ,Japanese
114, 달걀  개 식빵  장 내지는  장 쯔유  큰술 생크림       설탕  큰술 맛술  큰술 마요네즈 머스타드소스 와사비 식빵 크기  각틀,Japanese
115, 바지락   개 파     팽이버섯    물       멸치육수 팩      미소     청주     ,Japanese
116, 감자  개 간장     설탕     물엿     전분가루     소금  꼬집 우유     식용유      버터    ,Japanese
117, 대파  대 설탕     간장     식초     굴소스     계란  개 전분     물      물      쌀밥     ,Japanese
118, 달걀  개 새우  개 표고    개 실파    쪽파 조금,Japanese
119, 닭날개   개 감자  개 베트남고추 취향 간장    컵 설탕  큰술 미림  큰술 가쓰오부시  수용 다시마  수용 꽈리고추  개 생강가루 적당량,Japanese
120, 물       간장    맛술    설탕    식초    치킨스톡     전분   ,Japanese
121, 계란    개 맛술 간장 쯔유  설탕 다시마물    큰술,Japanese
122, 소고기      파 잎부분   양파     배추  줌 가스오부시  꼬집 계란노른자  개 후추 조금,Japanese
123, 달걀  개 식빵  개 맛술    설탕    홀그레인머스타드    마요네즈   ,Japanese
124, 우유       계란  개 설탕     식빵  장 버터    ,Japanese
125, 다진소고기      양파    개 달걀  개 채소 스팸 호박  조금씩,Japanese
126, 생굴     튀김가루      정도 마늘  개 올리브오일 작량 간장  큰술,Japanese
127, 푸 라면     매운라면   개 파 손가락 반마디 정도 올리브유 약간    스푼 정도 ,Japanese
128, 닭가슴살      감자전분  큰술 박력분  큰술 계란  개 식용유 적당량 다진생강    티스푼 후추  꼬집,Japanese
129, 식빵  장 달걀  개 설탕     소금    생크림      휘핑크림      마요네즈     와사비    파슬리 약간,Japanese
130, 연근     정도 기름 아무거나  적당량 참기름 큰술  정도 참깨 작량,Japanese
131, 돼지 등심      감자  개 양파  개 느타리버섯  묶음 가지  개 물            ,Japanese
132, 무    개 쪽파 적당량 청주       설탕     참기름 작은술,Japanese
133,   감자전분       설탕       말차가루 녹차가루     큰술 물       볶음 콩가루 미숫가루  조금 찬물 많이,Japanese
134, 부침가루  컵 반 종이컵  물  컵 종이컵  양배추    좀 넘게 오징어  마리 새우  팩 계란  개,Japanese
135, 밥 배고픈만큼 가지  개 계란  개 돼지고기 갈은거     대파나 쪽파    줄기 다진마늘 약간 청양고추  개 다져서 미림이나 청주    참기름 약간,Japanese
136, 소고기샤브샤브      배추  장 대파  대 표고버섯  개 두부    모 실곤약    봉 버터  숟가락 달걀  개,Japanese
137, 샤브샤브육수  팩 소고기샤브샤브      배추      약 장  곤약      두부    모 당근     대파  대,Japanese
138, 달걀  개 가쓰오부시 소금 약간,Japanese
139, 닭날개  개 밀가루 약간 소금 약간 후추 약간 식용유       홍고추 또는 청양고추 약간,Japanese
140, 스테이크용 소고기      양파    개 오일 생와사비,Japanese
141, 물 우스터소스 케첩 진간장 설탕 전분가루,Japanese
142, 대하 새우     마리 밥  공기 연근 약간 단호박 약간 김가루      얼음물      계란노른자  개 맛술 미림  큰술,Japanese
143, 밥 양파    개 계란  개 청양고추  개,Japanese
144, 고등어    개 감자전분    컵 식용유  큰술 쯔유    컵 물    컵 꿀  큰술 월계수잎  장 통후추  작은술 생강  톨,Japanese
145, 닭다리살      전분가루  스푼 밀가루  스푼 소금 조금 후추 조금,Japanese
146, 오징어  마리 베이컨  팩 새우살     양배추      양파 소   개 대파    대,Japanese
147, 냉동딸기  개 휘핑크림  컵 달걀  개 흰우유  컵,Japanese
148, 라면 분말    개 땅콩 버터  스푼,Japanese
149, 양배추  장 다짐돼지고기      다진파    다진마늘      천일염  꼬집 후추 약간 방울 토마토  개 옥수수알    양파    개,Japanese
150, 무말랭이     말린 가지     말린 표고버섯     오이      당근      생강   ,Japanese
151, 닭다리살 정육      대파  대 떡볶이 떡      개 맛술  수저 참기름  큰술 후추 약간 데리야끼소스    컵,Japanese
152, 달걀   개 포도씨유 적당량 식용유  연유    와사비 조금,Japanese
153, 피클용 오이   개 물    굵은 천일염    뜨거운물  냄비 베트남 건고추  개,Japanese
154, 삼치    마리 소금  꼬집 맛술    메밀가루    포도씨유   ,Japanese
155, 돼지고기 등심      그린빈스  팩 완두콩껍질      소금    포도씨유      달걀  개 후리가케    시치미 ,Japanese
156, 무  뼘 설탕  종이컵 소금  꼬집 물  종이컵 와사비  숟가락,Japanese
157, 바지락  바구니 쪽파  줄기 청주    컵 맛간장   ,Japanese
158, 대패삼겹      참타리버섯  덩이 양파    개 대파    개 마늘  개 깻잎  장 물    설탕   ,Japanese
159, 장어  마리 계란  개 쯔유  큰술 통깨 약간 쪽파 약간 맛술 미림  큰술 월남 고추  개 청양고추  개 맛술 미림   큰술,Japanese
160, 닭다리살      소금    후추    허브가루    청주  큰술 새우  개 해물믹스    컵 숙주  봉지 애호박    개 미니파프리카  개 곰취  장 엔다이브  개 감자  개 허브가루  큰술 청주    컵 물  컵,Japanese
