Ingredient,Category
 오이  개 천일염    식초    컵 설탕    두반장   참기름  ,Chinese
 당면    그람 돼지고기 등심이나 안심    그람 양배추    그람 당근    길이  개 양파  개 표고버섯  개 대파    대,Chinese
 가지  개 감자  개 피망  개 기름 적당량 마늘    알 소금 약간,Chinese
 밀가루  컵 따뜻한 우유  컵 식용유    이스트    설탕    컵 소금 조금 따뜻한 물  컵,Chinese
 밥  공기 쇠고기 치마살       청경채    포기 표고버섯  장 양파 중     개 홍고추  개 마늘  쪽 고추기름  큰술 포도씨유  큰술 참기름    큰술,Chinese
 콩나물      밥  공기 청양초  개 달걀  개 대파 당근 김 가루 콩기름,Chinese
 삼겹살 수육용      청경채  개 양파  개 버섯  개 마늘      알 대파  개,Chinese
 닭가슴살 브로콜리 당근 간장 굴소스 피시소스 설탕 식용유 참기름 감자전분,Chinese
 가지  개 돼지고기다짐육      대파      양파    개 맛술  숟가락 후추 약간 감자전분  숟가락 물  숟가락 물    종이컵 참기름  숟가락,Chinese
 돼지고기      고수 마늘 생강 대파 굴소스 고추기름 라유  또는 식용유  큰술 진간장  큰술,Chinese
 돼지고기     소금 약간 후춧가루 약간 물       식초   큰술 설탕  큰술 간장  큰술,Chinese
 진간장    설탕    쌀엿 물엿일경우         매실청    청주    굴소스    마늘    생강   ,Chinese
 토마토  개  방울토마토   알  계란    개 대파 손가락길이만큼 쪽파  개 옵션  케첩  큰 술 소금  티스푼 후추    티스푼 기름    종이컵 물    종이컵,Chinese
 가지  개 마른 감자전분    양파    개 노랑 파프리카    개 새송이버섯  개 돼지고기다짐육      천일염 눈꼽만큼 포도씨유     편으로 썬 마늘  개 생강즙      두반장    감자전분물    참기름  방울 검은깨  통깨 ,Chinese
 밥  인분 달걀  개 간장    올리브오일 혹은 식용유   ,Chinese
 땅콩  종이컵 소금  숟가락 설탕  숟가락 식용유  숟가락,Chinese
 불린 중국 당면  줌 생크림  종이컵 우유      종이컵 다진마늘  숟가락 양파    개 비엔나소시지   개 슬라이스치즈  장 후추 약간 올리브유 약간,Chinese
 오징어  마리 새우  마리 양파 소  개반 통마늘  알 청경채  개 대파  줄 배추  잎 당근    개 죽순    줌 계란  개 칼국수면 물,Chinese
 미역줄기      다진마늘  큰술 고춧기름  바퀴 생강가루  작은술 대파  뿌리 쥐똥고추  개 간장  큰술 청주  큰술 소금  큰술 설탕 조금 참기름  바퀴 통깨 조금,Chinese
 청주    컵 파채      컵 식용유  컵 청주  큰술 쥐똥고추  개 다진마늘  작은술 천연조미료육수 멸치육수  큰술,Chinese
 굴      홍합      가리비 또는 조개류 적당량 배추  컵 버섯  컵 양파    봉 대파    단 식용유  큰술 고춧가루    큰술 굴 소스  큰술 국간장  큰술 소금 톡톡 다진마늘  큰술 후추 톡톡 다시육수,Chinese
 건 목이버섯     대파  대 파프리카 조금 다진마늘  숟가락 간장  숟가락 식용유  숟가락,Chinese
 밥  공기 계란  개 대파 적당량 당근 생략가능 ,Chinese
 중국 당면      새우  마리 햄  조각 양파    ,Chinese
 팽이버섯  봉지 마른홍고추    개 대파  줄기 다진 마늘    다진 파    간장      기름 약간 참기름 약간 소금 약간,Chinese
 물  컵 굴소스    컵 설탕  스푼 진간장    컵 전분  스푼 듬뿍 팽이버섯    그램 송이버섯  개 표고버섯  개 느타리버섯 듬뿍,Chinese
 밥  공기 대파 푸른부분     정도 계란  알 냉동새우 적당히,Chinese
 중국 당면      대파  대 양파    개 오징어    마리 바지락  종이컵 새우  마리 다진마늘  숟가락 식용유 적당량 고추기름  숟가락 사천 고추  개 청경채  개,Chinese
 고추기름    다진 돼지고기     다진 파    컵 다진 마늘    당근 다진당근  진간장    생수  컵 굴소스    치킨스톡    설탕    두반장   ,Chinese
 파스타 면     쇠고기 다짐육      양파    개 다진 마늘     맛술     치킨스탁  컵 굴소스     간장     참기름       후춧가루 약간 냉동 완두콩     녹말물      소금 약간 식용유 조금,Chinese
 파    단 계란  개 간장    스푼 참기름    스푼 후추 톡톡 밥  공기 소금    스푼,Chinese
 오이  개 홍고추  개 소금  꼬집 다진 마늘  꼬집 설탕  작은 수저 식초  수저,Chinese
 토마토    개 약     정도  계란  개 물      다진파 약간 식물성 오일    참기름 약간,Chinese
 가지  개 대파  컵 두반장    간장    식초    설탕    청양고추    컵 다진 마늘    생강      물    컵,Chinese
 계란  개 밥  공기 굴소스    숟가락 대파 조금 당근 조금 짜장가루  스푼 소금 살짝 후추 살짝 물 적당량,Chinese
 양파 채      당근 채      배추 채      오징어채    그램 홍합    그램 청경채    그램 다시다  큰술 후추가루  작은술 고추가루   그램,Chinese
 계란  개 파    당근    찬밥  공기,Chinese
 가지  개 다진 돼지고기     대파  개 청양고추  개 다진 마늘    다진 생강    간장      물      식용유     ,Chinese
 해물믹스      청경채  개 새송이버섯  개 표고버섯  개 피망    개 대파  대 마늘 매운고추 기름 매운굴소스    큰술 간장  큰술 소금 조금 후추 참기름 녹말  큰술,Chinese
 닭 감자 양파 당근 파 청양고추 참기름,Chinese
 멸치다시마물 계란  개 팽이버섯  줌 다진마늘 파 녹말물,Chinese
 돼지고기 다짐육      양파    개 대파  개 생강     계란  개 녹말가루  큰술 청경채  개 식용유 녹말물    컵,Chinese
 게맛살  개 양파    개 표고버섯  개 양송이버섯  개 당근    개 대파 달걀  개 참기름,Chinese
 돼지고기 채   그램 해삼 채   그램 팽이버섯    개 새우   마리 표고버섯 채   그램 죽순 채   그램 은행  알 참기름 조금 물전분  큰술 다진마늘  큰술,Chinese
 가지  개 돼지고기 갈은것    컵 대파  컵 다진마늘  큰술 다진생강    큰술,Chinese
 강력분      드라이이스트  작은술 설탕  작은술 소금    포도씨유  큰술 미지근한물      검정깨    ,Chinese
 양파    개 대파   줄 청양고추  개 당근  손가락마디      알배추      국그릇  돼지고기      잡채용  팽이버섯  봉 물   ,Chinese
 양파  개 삼겹살      대파  개 마늘  쪽 김치  포기 청양고추  개 고춧가루 큰  스푼 후추 조금 설탕  스푼,Chinese
 돼지고기     부추  단 양파      개 대파    개 다진마늘  스푼 통깨    스푼 굴소스  스푼 생강술 맛술   스푼,Chinese
 달걀  개 토마토  개 흰 대파     굴소스      설탕      소금      후추 약간 현미유   ,Chinese
 닭 안심살    그람 다진마늘  큰술 생강편    편 다진 대파  큰술 식용유  큰술 잘게 썬 청피망    컵 잘게 썬 홍피망    컵 잘게 썬 양파    컵,Chinese
 파프리카 빨강    개 파프리카 노랑    개 양파    개 청양고추  개 전분물 카놀라유,Chinese
 신라면  개 물       달걀  개 숙성된 토마토  개 토마토 페이스트    대파     쪽파     식용유    ,Chinese
 가지  개 돼지고기 다짐 육      대파    개 청고추  개 홍고추  개 굴 소스  큰 술 참기름    작은 술 고추기름  큰 술 후추    꼬집 식용유  큰 술,Chinese
 당근 약간 애호박    개 파  개 양파  개 청양고추  개 바지락  줌 오징어  마리 양배추    개,Chinese
 떡  주먹 중국 당면 먹을만큼 삶은계란  개 깨 조금 어묵  장 고춧가루      간장      후추 조금 물  컵,Chinese
 계란 대파 당근 완두콩 참기름,Chinese
 중국 당면  줌 베이컨  줌 양파    개 피자치즈  줌 파슬리 약간 우유       식용유 약간,Chinese
 청경채   개 마늘  개 표고버섯  개 대파    대 잡채용 돼지고기    컵 새우    컵 볶은 참깨      소금 약간 후춧가루 약간,Chinese
 가지  개 대파 흰부분    개 양파    개 양송이버섯  개 피망    개 빨간 파프리카    개 노란 파프리카    개 고추기름  큰술 다진마늘  큰술 생강가루  티스푼 간장  큰술 고춧가루    큰술 맛술  큰술 굴소스  큰술 물      ,Chinese
 찬 밥  공기 당근    개 대파    단 달걀  개,Chinese
 공기밥  개 계란  개 대파    개 식용유  큰술,Chinese
 달걀  개 표고버섯  개 새송이버섯    개 대파    뿌리 목이버섯 약간 당근 약간 양파    개,Chinese
 밥  공기 잡채  컵 부추 조금 계란  개 물 전분    참기름,Chinese
 닭가슴살  덩이 대파  뿌리 생강  톨 물  컵 약  리터  식용유   ,Chinese
 밥  공기  분 짜장  개 계란  개 파프리카 약간 쪽파 약간 소금  꼬집 후추 톡톡,Chinese
 양파  개 양배추    개 돼지고기      오이    개 파  줄기 파스타면  인분,Chinese
 우동사리 중화면이 더 좋아요 혹은 밥  인분 돼지고기      양파      개 호박    개 양배추 조금 새우  선택   움큼 계란  선택   개 물  큰술,Chinese
 마늘  쪽 식용유    간장 설탕 소금 물 전분 간장,Chinese
 중국 당면   가닥 베이컨  장 떡국떡  개,Chinese
 통 삼겹살  근 통마늘  쪽 대파  대 양파    개 생강  톨 통후추  알 월계수 잎  개,Chinese
 표고버섯      양파    쪽 청양고추  개,Chinese
 호박    개 당근    개 감자 큰거  개 돼지고기      춘장  팩 물       후추 약간 전분가루  숟갈 물  스푼,Chinese
 후추 톡톡 소금 톡톡 식용유    냉동새우  마리,Chinese
 삼겹살      청경채  개 물    컵 마늘  개 홍고추    개 밥  공기 통깨 조금,Chinese
 가지  개 돼지고기 갈은 것  큰술 된장  큰술 춘장 또는 인스턴트 짜장가루 적당량 대파 적당량 다진마늘    큰술 생강즙 또는 생강가루 적당량 청양고추 약간,Chinese
 식빵  장 칵테일새우   마리 달걀흰자  개분 전분  숟가락,Chinese
 돼지고기 잡채용       청피망  개 노랑 파프리카  개 후춧가루 약간 간장    고추기름    청주   ,Chinese
 식은밥  공기 햄    당근    대파    양파    강낭콩    칵테일 새우  개 달걀  개,Chinese
 채썬양파    개 다진마늘    숟가락 새우     브로콜리 약간 올리브유  숟가락 파슬리가루 약간 소금 약간 후추 약간 송송썬쪽파  숟가락,Chinese
 오이  개 설탕  컵 식초  컵 두반장  큰술 고추기름  큰술 건고추  개 소금,Chinese
 바지락      중국간장  큰술 다진마늘  큰술 파프리카  개 양파    개 청양고추  개 썬파  큰술 고춧기름  큰술 후추  꼬집,Chinese
 오징어 몸통  마리 냉동새우   마리 홍합   개 마늘 편썰기   쪽 올리브유 양파 중     개 피망    개 파프리카    개 표고버섯  개 청경채  줌 당근 약간,Chinese
 가지  개 대파 조금 돼지고기 적당량 후추 살짝 굴소스 한 스푼 두반장  스푼 간장  스푼 설탕  스푼 식초  스푼 녹말물 전분가루   티스푼 따뜻한물  스푼 마늘  개 홍고추 조금 칠리오일    올리브오일  스푼,Chinese
 돼지고기      양파    개 표고버섯  개 죽순    개 불린 해삼    개 새우  마리 팽이버섯    봉 마늘  톨 대파    대 굴소스  숟가락 간장  숟가락 청주  숟가락 설탕    숟가락 소금 약간 후추 약간 치킨육수  종이컵 생강  쪽 식용유 적당량,Chinese
 불린 중국 당면      대패삼겹살      건고추  개 양파    개 당근    개 대파    대 청경채  포기 다시마육수    종이컵 식용유  숟가락,Chinese
 방울토마토   알 설탕    올리고당    올리고당   ,Chinese
 돼지고기 삼겹살       양파  개 양배추    개 당근  개 파프리카    개씩  빨강 노랑  마늘   알 대파 약간,Chinese
 진간장    컵 굴소스    컵 설탕    컵 물  컵 전분가루    컵,Chinese
 식빵 믹스  봉지 이스트    따뜻한물       식용유    작은술 흑설탕  큰술 통깨  큰술 계피가루  작은술,Chinese
 고춧기름  큰술 국간장  큰술 다진마늘  큰술 설탕 매실액  큰술,Chinese
 당근  토막 대파    대 달걀  개 냉동새우   알 찬밥  공기,Chinese
 대파  줌 햄  줌 계란  개 찬밥  공기 버섯 조금 파프리카 조금,Chinese
 식은 밥      공기 달걀  개 다진 당근  소주컵 적 새우 조금,Chinese
 춘장      돼지고기      양파  개 호박    개 양배추      고구마    개 완두콩  컵 대파  개 당근     새송이버섯  개,Chinese
 오이  개 다진마늘      간장    식초      소금      참기름       ,Chinese
 춘장        봉 양파  개 마늘    알 양배추    통 돼지고기 또는 모듬 해물       버섯 옵션  적당량 식용유  큰술 전분  큰술 물  컵 칼국수 적당량,Chinese
 물      양파     대파     알배추     당근     목이버섯     다진마늘     굴      모시조개      오징어     풋고추     청경채     식용유    ,Chinese
 새우  줌 파 당근 조금 부추  줌 계란  개 식용유 밥  공기,Chinese
 밥    공기 송송 썬 파  컵        다진 당근  소주컵 달걀  개 소금 약간 후추 약간,Chinese
 짜장가루  봉지 돼지목살      양파       양배추  개 당근    개 감자 큰사이즈   개 다진마늘  큰술 식용유    컵 맛술  큰술,Chinese
 물    컵 감자 전분  큰술 식용유  큰술 후추 톡톡,Chinese
 자숙문어  컵 냉동새우   개 해삼  봉지 양파    개 양송이버섯  개 당근 조금 파프리카  개 배춧잎  장 돼지호박 조금 참기름  바퀴,Chinese
 도미  마리 식용유    종이컵 파채      두반장  큰술 설탕  큰술 천연조미료 해물육수  컵 소주  큰술,Chinese
 피망  개 꽈리고추  봉 파프리카    개씩 돼지고기      다진마늘  큰술 느타리버섯    팩 후추 굴소스 간장  큰술 굴소스,Chinese
 식초    컵 설탕    컵 두반장  큰술 고추기름  큰술 홍고추  개 마늘  큰술 천일염  큰술 오이 세척용 소금 약간,Chinese
 대파  개 홍피망  개 청피망  개 양파  개 당근  개 다진마늘   ,Chinese
 다진 돼지고기     송송 썬 대파      굵게 다진 양파  개 납작 썬 양배추  줌 납작 썬 주키니호박  줌 다진 생강    큰술,Chinese
 오징어    마리 새우   마리 게살 맛살 또는 크레미      밥  공기 달걀  개 양송이버섯  개 양파    개 청피망    개 당근    개 대파 흰부분    뿌리 굴소스  큰술 맛술  큰술 간장  큰술 고추기름  큰술 다진마늘    큰술,Chinese
 식용유    채 썬 파  줌 간마늘    고춧가루    계란  개 짜파게티  개,Chinese
 즉석밥  개 달걀  개 당근    개 대파    대 간장    소금 조금 후춧가루 조금 참기름      식용유  컵 종이컵  깨소금  추가  조금,Chinese
 소고기다짐육 간돼지고기 만두피 참기름 식용유 물 부추 마늘 생강 간장 후추,Chinese
 표고버섯 새우살 청경채 오징어 돼지고기 대파나쪽파 소금 약간 후추 청주 생강즙 녹말가루,Chinese
 새우  개 오징어  줌 양파  개 다진파  줌 다진마늘  큰술 숙주  줌,Chinese
 대파  개 달걀  개 밥 올리브유 적당량,Chinese
 부침용 두부  모 돼지고기          대파 마늘 약간,Chinese
 양파 대파 청양고추 마늘 당근 청경채 팽이버섯 새송이버섯 새우 오징어 홍합 계란,Chinese
 오징어    마리 홍합살  개 새우살  마리 바지락  줌 양파    개 호박    개 버섯  줌 당근    개 청양고추  개 대파    뿌리 달걀  개 물  컵 우동사리  인분,Chinese
 달걀  개 새송이버섯  개 맛살 작은사이즈   개 당근     대파  줌 스팸  줌 진간장   굴소스   소금 물 후춧가루 참기름 전분물,Chinese
 가지  개 송송 썬 대파      다진마늘  쪽 다진 청고추  개 다진 홍고추  개 다진양파    개 다진 돼지고기      물  큰술 후춧가루 약간,Chinese
 해삼  마리 죽순      홍고추    개 청고추  개 대파 흰대    대 청경채      양파     새우살 생략가능  약간,Chinese
 돼지고기등심      계란  개 당근      개 오이      개 양파    개 전분가루 소금  꼬집 후추,Chinese
 공기밥  인분 가지  개 돼지고기 등심 잡채용      양파    개 홍고추  개 청고추  개 다진마늘    큰술 참기름 약간 다시마 육수 또는 물    컵,Chinese
 밥  공기 달걀  개 대파  개 당근    개,Chinese
 돼지고기다짐육      대파    개 가지  개 밀가루 계란물 적당양 굵은소금 약간 후추 약간 다시다 약간 미원  꼬집,Chinese
 오징어  마리 돼지고기  컵 새우 원하는양 홍합 원하는양 잘게썬 파  컵 다진 생강  큰술 채썬 양파  컵 채썬 호박  컵 채썬 당근    컵 매운고추 원하는양 부추 원하는양 멸치다시마육수 또는 물  원하는양 다진 마늘  선택   큰술,Chinese
 당근    개 애호박    개 양파  개 고구마  개 불고기      대파  손가락길이,Chinese
 돼지고기 양파 양배추 감자 전분가루,Chinese
 다진돼지고기 두부 김치 숙주 호박 다진마늘 다진생강 다진파 소금 후추 꿀 맛술 만두피,Chinese
 카레용돼지고기      오이  개 양파  개 주키니      토막 양배추    개 오징어  개 고춧기름  큰술 썬파  큰술 다진마늘  큰술 다진생강  작은술 중국간장  큰술 굴소스  큰술 짜장가루      후추  작은술 참기름  큰술 치킨스톡  작은술 물    컵 달걀후라이  개,Chinese
 짜장라면  개 베이컨  줄 양파    개 오이    개 달걀  개 매운고추  개 다진생강      물       설탕    깨     ,Chinese
 새우 적당량 다진파 적당량 표고버섯  개 계란  개 치킨스톡    티스푼 참치액젓  큰술 전분가루    큰술 다진마늘  큰술,Chinese
 닭가슴살  개 오이    개 당근    개 볶음 땅콩      파    개 마늘  쪽 생강 조금 두반장    파    개 편생강 조금 편마늘 조금 두반장   ,Chinese
 양파    개 대파    개 고춧가루    설탕    굴소스    고추기름    참기름    식초   ,Chinese
 알배추 잎   장 다진 돼지고기      양파    개 대파  개 청고추  개 홍고추    개 다진 마늘    두반장      굴소스      매실청    맛술    참기름      식용유    후추 약간 통깨 또는 실고추 약간,Chinese
 가지  개 간돼지고기  종이컵 다진대파  종이컵 부추    종이컵 간생강    찻숟가락 소금    숟가락 튀김가루  소주컵 참기름    소주컵 후추 톡톡 식용유 넉넉히,Chinese
 표고버섯    개 양파    개 목이버섯 소량 계란  개 게맛살  개 치킨육수       간장    큰술 굴소스    큰술 녹말물 적당량 소금 약간 후추 약간,Chinese
 라면  봉 양파  개 파  대 다진마늘  스푼 베이컨  봉지 새송이버섯  개,Chinese
 양송이버섯  개 양파    개 대파  개 생강    수저 전분  수저 물  수저 후추    꼬집 간장  수저,Chinese
 다진 새우    다진 양파    다진 파프리카    다진 양배추    마늘    맛소금      굴소스      계란  알 식용유 넉넉히 밥  공기 후추가루 약간,Chinese
 칵테일새우  마리 오이    개 당근    개 크래미  줄 달걀  개 식용유 약간,Chinese
 오이  개 고추  개 양파    개 오이 세척용 소금 약간 굵은소금  밥숟가락,Chinese
 참 돔  마리 대파  대 통마늘    개 식용유 적당량 간장  큰술 맛술  큰술 물  큰술 설탕  큰술 다진 생강  큰술,Chinese
 두부    모 청경채  개 다진마늘  큰술 페퍼론치노    개 쪽파  대 고추기름  큰술 굴소스    큰술 간장    큰술 올리고당    큰술 후추 톡톡 전분    큰술 물  큰술,Chinese
 오이  개 마늘  알 레몬식초 또는 식초  숟가락 매실청  숟가락 소금  꼬집,Chinese
 오이  개 설탕  큰술 식초  큰술 다진파  큰술 통깨 적당량,Chinese
 돼지고기 잡채용      우동사리  개 고추기름  숟가락 양파    개 애호박    개 버섯  줌 숙주      대파    대,Chinese
 돼지고기 다짐육          양파  개 대파    개 생강    큰술 물       감자전분  큰술,Chinese
 연두부  모 달걀  개 청피망    개 홍피망    개 대파    대 마늘  개 매운고추 약  개 고춧가루  숟가락,Chinese
 새우   마리 식빵  장 튀김유 굴소스    큰술 맛술  큰술 간마늘    큰술 소금 약간 후춧가루 약간 파슬리,Chinese
 다진돼지고기      국수면 옥수수면       양파     청피망     홍피망     대파     다진마늘     식용유     참기름     베트남고추    소금 후추,Chinese
 가지  개 돼지고기다짐육 돈민찌      홍피망    개 청피망    개 양파    개 마늘  톨 생강    스위트콘     베트남 건고추  개,Chinese
 냉동새우  개 냉동 파인애플   조각 계란  개 냉동모둠 채소      소금  작은술 후추  작은술 썬파  큰술 식용유  큰술,Chinese
 냉동 쭈꾸미  마리 냉동모둠해물      썬파  큰술 술 소곡주   큰술 조미료 매콤톡톡  큰술 치킨스톡  큰술 육수       계란  개 전분물 농도에맞게 참기름  큰술,Chinese
 대파    뿌리 계란  개 밥  공기 간장      식용유    맛소금           큰술,Chinese
 닭다리살      대파  대 청피망    개 홍피망    개 청양고추  개 마늘  통 베트남고추  개 튀김기름  리터 고추기름    ,Chinese
 두부      배추잎  장 브로콜리  줌 새송이버섯  개 풋고추  개 돼지고기 뒷다리살      후춧가루 톡톡 전분물    참기름   ,Chinese
 치킨 텐더          양파    개 샐러드 야채      매실청    식초    레몬즙    생강청      참기름    간마늘    통깨    대파    개 청량고추  개 홍고추  개,Chinese
 식빵  장 통깨 적당량 스위트 칠리소스 적당량 마늘  쪽 간장  작은술 참기름    작은술,Chinese
 버터     대추   개 아몬드   개 분유     분유    ,Chinese
 당면      파    개 잡채용 돼지고기      후추    양파    개 당근    개 피망    개 목이버섯  개 깨 약간,Chinese
 고춧가루 식용유 소금 깨 팔각 계피 통후추 통마늘 통생강 파 양파,Chinese
 칵테일새우    미 계란  개 양파    개 대파    개 당근    개 고추가루    큰술 물      ,Chinese
 밥  공기 대파    컵 달걀  개 식용유    진간장             큰술 맛소금   ,Chinese
 삶은 돼지등뼈     알밤  주먹 마른홍고추  개 깐 은행  주먹 건표고버섯  주먹 청양고추    개 넙적 당면      참기름    큰술,Chinese
 생땅콩      팔각    개 물  컵 진간장   큰술 꽃소금  큰술 생강  톨 대파 흰대  대,Chinese
 오이  개 소금    레몬즙    고추기름      식초    다진마늘    다진 청량고추  개 다진홍고추  개,Chinese
 돼지등갈비      양파  개 파  대 간장      미림      식초      설탕      생강  조각 팔각  개 물      ,Chinese
 땅콩      설탕  스푼 소금  스푼,Chinese
 굴      배추    장 대하새우  마리 양파    개 대파  줄 청경채      홍고추  개,Chinese
 생땅콩  컵 식용유  큰술 꽃소금    큰술 설탕    큰술,Chinese
 밀가루    그램 식용유   그랭 대파    개,Chinese
 배춧잎  장 대파    대 표고버섯  개 페페론치노  개 고추기름     다진 마늘      ,Chinese
 돈등심      감자전분  컵 반 달걀물    물      컵 맛소금 톡톡톡 후춧가루 톡톡톡 대파 송송송 당근 송송송 레몬 적당량 전분가루   ,Chinese
 고등어 중간크기  마리 쌀뜨물 물  스푼 양파 작은크기    개 대파 다진생강    티스푼 매실액기스  스푼,Chinese
 숙주나물 청경채 연근 대패삼겹살,Chinese
 가지  개 돼지고기      소금      청경채  개 식용유 넉넉히 풋고추  개 밀가루   ,Chinese
 대파    뿌리 다진 마늘     굴소스     고춧가루     간장     소주    ,Chinese
 계란  개 양파 아주조금 대파    개 버섯 아주조금 당근 아주조금 다시용멸치  줌,Chinese
 알배기배추    통 노란색 파프리카    개 빨간색 파프리카    개 청양고추  개 다진 마늘  큰술 진간장  큰술 설탕  큰술 굴소스  큰술 물      식초      고추기름  큰술,Chinese
 국수      숙주    송송 썬 파      참기름    큰술 식용유    큰술 간장  큰술 설탕  작은술 식초  작은술,Chinese
 포두부      고춧가루  숟가락 대파  대 다진 생강    숟가락 다진 마늘  숟가락 굴소스  숟가락 간장  숟가락 물    종이컵 후추 약간 감자전분  종이컵 식용유 적당량,Chinese
 돼지고기    그램 청경채  개 청 홍피망    개 죽순 편   그램 표고버섯 편   그램 양송이 편   그램 청양고추  개 계란  개 설탕  큰술 미원  작은술 후추가루 약간 참기름 조금,Chinese
 양파    개 두부  모 애호박    개 대파흰부분  개 당근    개 다진마늘  큰술 다진생강    고추기름  큰술 후추    전분물    컵 치킨스톡  큰술,Chinese
 밥  공기 계란  개 대파  줌 마늘종  줌 버터  조각 식용유 스푼 후추 적당량 굴소스  스푼 통깨  스푼,Chinese
 자숙새우  컵 튀김가루  컵 물    컵 설탕  큰술 마요네즈  큰술 식초  큰술 양상추  줌 레몬 슬라이스 약간 튀김용 기름  컵,Chinese
 마늘  톨,Chinese
 오이  개 양파    개 다진마늘      진간장      식초    소금      설탕    참기름    깨,Chinese
